rne_iso_code,year,month,month_start,cases,population
MX-NLE,2019,11,2019-11-01,571,5224656.5
MX-NLE,2019,12,2019-12-01,147,5224656.5
MX-NLE,2020,1,2020-01-01,60,5254939.5
MX-NLE,2020,2,2020-02-01,51,5254939.5
MX-NLE,2020,3,2020-03-01,45,5254939.5
MX-NLE,2020,4,2020-04-01,20,5254939.5
MX-NLE,2020,5,2020-05-01,35,5254939.5
MX-NLE,2020,6,2020-06-01,68,5254939.5
MX-NLE,2020,7,2020-07-01,109,5254939.5
MX-NLE,2020,8,2020-08-01,237,5254939.5
MX-NLE,2020,9,2020-09-01,909,5254939.5
MX-NLE,2020,10,2020-10-01,2553,5254939.5
MX-NLE,2020,11,2020-11-01,1909,5254939.5
MX-NLE,2020,12,2020-12-01,342,5254939.5
MX-NLE,2021,1,2021-01-01,52,5300540.6
MX-NLE,2021,2,2021-02-01,23,5300540.6
MX-NLE,2021,3,2021-03-01,34,5300540.6
MX-NLE,2021,4,2021-04-01,56,5300540.6
MX-NLE,2021,5,2021-05-01,94,5300540.6
MX-NLE,2021,6,2021-06-01,130,5300540.6
MX-NLE,2021,7,2021-07-01,118,5300540.6
MX-NLE,2021,8,2021-08-01,115,5300540.6
MX-NLE,2021,9,2021-09-01,90,5300540.6
MX-NLE,2021,10,2021-10-01,112,5300540.6
MX-NLE,2021,11,2021-11-01,80,5300540.6
MX-NLE,2021,12,2021-12-01,13,5300540.6
MX-NLE,2022,1,2022-01-01,8,5346141.7
MX-NLE,2022,2,2022-02-01,13,5346141.7
MX-NLE,2022,3,2022-03-01,35,5346141.7
MX-NLE,2022,4,2022-04-01,46,5346141.7
MX-NLE,2022,5,2022-05-01,75,5346141.7
MX-NLE,2022,6,2022-06-01,72,5346141.7
MX-NLE,2022,7,2022-07-01,49,5346141.7
MX-NLE,2022,8,2022-08-01,17,5346141.7
MX-NLE,2022,12,2022-12-01,2,5346141.7
MX-OAX,2002,12,2002-12-01,0,3347693.4
MX-OAX,2003,1,2003-01-01,2,3405569.6
MX-OAX,2003,2,2003-02-01,0,3405569.6
MX-OAX,2003,3,2003-03-01,3,3405569.6
MX-OAX,2003,4,2003-04-01,0,3405569.6
MX-OAX,2003,5,2003-05-01,0,3405569.6
MX-OAX,2003,6,2003-06-01,1,3405569.6
MX-OAX,2003,7,2003-07-01,2,3405569.6
MX-OAX,2003,8,2003-08-01,8,3405569.6
MX-OAX,2003,9,2003-09-01,30,3405569.6
MX-OAX,2003,10,2003-10-01,58,3405569.6
MX-OAX,2003,11,2003-11-01,48,3405569.6
MX-OAX,2003,12,2003-12-01,9,3405569.6
MX-OAX,2004,1,2004-01-01,0,3463445.8
MX-OAX,2004,2,2004-02-01,0,3463445.8
MX-OAX,2004,3,2004-03-01,0,3463445.8
MX-OAX,2004,4,2004-04-01,1,3463445.8
MX-OAX,2004,5,2004-05-01,1,3463445.8
MX-OAX,2004,6,2004-06-01,4,3463445.8
MX-OAX,2004,7,2004-07-01,15,3463445.8
MX-OAX,2004,8,2004-08-01,27,3463445.8
MX-OAX,2004,9,2004-09-01,61,3463445.8
MX-OAX,2004,10,2004-10-01,31,3463445.8
MX-OAX,2004,11,2004-11-01,42,3463445.8
MX-OAX,2004,12,2004-12-01,1,3463445.8
MX-OAX,2005,1,2005-01-01,0,3521322
MX-OAX,2005,2,2005-02-01,0,3521322
MX-OAX,2005,3,2005-03-01,8,3521322
MX-OAX,2005,4,2005-04-01,2,3521322
MX-OAX,2005,5,2005-05-01,10,3521322
MX-OAX,2005,6,2005-06-01,17,3521322
MX-OAX,2005,7,2005-07-01,50,3521322
MX-OAX,2005,8,2005-08-01,121,3521322
MX-OAX,2005,9,2005-09-01,218,3521322
MX-OAX,2005,10,2005-10-01,253,3521322
MX-OAX,2005,11,2005-11-01,216,3521322
MX-OAX,2005,12,2005-12-01,187,3521322
MX-OAX,2006,1,2006-01-01,38,3566447.8
MX-OAX,2006,2,2006-02-01,87,3566447.8
MX-OAX,2006,3,2006-03-01,88,3566447.8
MX-OAX,2006,4,2006-04-01,65,3566447.8
MX-OAX,2006,5,2006-05-01,175,3566447.8
MX-OAX,2006,6,2006-06-01,142,3566447.8
MX-OAX,2006,7,2006-07-01,220,3566447.8
MX-OAX,2006,8,2006-08-01,180,3566447.8
MX-OAX,2006,9,2006-09-01,565,3566447.8
MX-OAX,2006,10,2006-10-01,479,3566447.8
MX-OAX,2006,11,2006-11-01,398,3566447.8
MX-OAX,2006,12,2006-12-01,146,3566447.8
MX-OAX,2007,1,2007-01-01,5,3611573.6
MX-OAX,2007,2,2007-02-01,77,3611573.6
MX-OAX,2007,3,2007-03-01,51,3611573.6
MX-OAX,2007,4,2007-04-01,111,3611573.6
MX-OAX,2007,5,2007-05-01,110,3611573.6
MX-OAX,2007,6,2007-06-01,162,3611573.6
MX-OAX,2007,7,2007-07-01,498,3611573.6
MX-OAX,2007,8,2007-08-01,445,3611573.6
MX-OAX,2007,9,2007-09-01,596,3611573.6
MX-OAX,2007,10,2007-10-01,1406,3611573.6
MX-OAX,2007,11,2007-11-01,1820,3611573.6
MX-OAX,2007,12,2007-12-01,180,3611573.6
MX-OAX,2012,12,2012-12-01,0,3844582.5
MX-OAX,2013,1,2013-01-01,36,3893398.25
MX-OAX,2013,2,2013-02-01,73,3893398.25
MX-OAX,2013,3,2013-03-01,64,3893398.25
MX-OAX,2013,4,2013-04-01,58,3893398.25
MX-OAX,2013,5,2013-05-01,51,3893398.25
MX-OAX,2013,6,2013-06-01,73,3893398.25
MX-OAX,2013,7,2013-07-01,221,3893398.25
MX-OAX,2013,8,2013-08-01,498,3893398.25
MX-OAX,2013,9,2013-09-01,416,3893398.25
MX-OAX,2013,10,2013-10-01,435,3893398.25
MX-OAX,2013,11,2013-11-01,485,3893398.25
MX-OAX,2013,12,2013-12-01,159,3893398.25
MX-OAX,2017,1,2017-01-01,70,4168263.65
MX-OAX,2017,2,2017-02-01,82,4168263.65
MX-OAX,2017,3,2017-03-01,85,4168263.65
MX-OAX,2017,4,2017-04-01,61,4168263.65
MX-OAX,2017,5,2017-05-01,114,4168263.65
MX-OAX,2017,6,2017-06-01,225,4168263.65
MX-OAX,2017,7,2017-07-01,153,4168263.65
MX-OAX,2017,8,2017-08-01,297,4168263.65
MX-OAX,2017,9,2017-09-01,297,4168263.65
MX-OAX,2017,10,2017-10-01,355,4168263.65
MX-OAX,2017,11,2017-11-01,180,4168263.65
MX-OAX,2017,12,2017-12-01,61,4168263.65
MX-OAX,2018,1,2018-01-01,33,4256880.6
MX-OAX,2018,2,2018-02-01,27,4256880.6
MX-OAX,2018,3,2018-03-01,62,4256880.6
MX-OAX,2018,4,2018-04-01,89,4256880.6
MX-OAX,2018,5,2018-05-01,164,4256880.6
MX-OAX,2018,6,2018-06-01,286,4256880.6
MX-OAX,2018,7,2018-07-01,406,4256880.6
MX-OAX,2018,8,2018-08-01,555,4256880.6
MX-OAX,2018,9,2018-09-01,1246,4256880.6
MX-OAX,2018,10,2018-10-01,1247,4256880.6
MX-OAX,2018,11,2018-11-01,605,4256880.6
MX-OAX,2018,12,2018-12-01,246,4256880.6
MX-OAX,2019,1,2019-01-01,220,4345497.55
MX-OAX,2019,2,2019-02-01,138,4345497.55
MX-OAX,2019,3,2019-03-01,213,4345497.55
MX-OAX,2019,4,2019-04-01,158,4345497.55
MX-OAX,2019,5,2019-05-01,364,4345497.55
MX-OAX,2019,6,2019-06-01,807,4345497.55
MX-OAX,2019,7,2019-07-01,1240,4345497.55
MX-OAX,2019,8,2019-08-01,2535,4345497.55
MX-OAX,2019,9,2019-09-01,1890,4345497.55
MX-OAX,2019,10,2019-10-01,2310,4345497.55
MX-OAX,2019,11,2019-11-01,1836,4345497.55
MX-OAX,2019,12,2019-12-01,651,4345497.55
MX-OAX,2020,1,2020-01-01,368,4434114.5
MX-OAX,2020,2,2020-02-01,265,4434114.5
MX-OAX,2020,3,2020-03-01,203,4434114.5
MX-OAX,2020,4,2020-04-01,112,4434114.5
MX-OAX,2020,5,2020-05-01,174,4434114.5
MX-OAX,2020,6,2020-06-01,295,4434114.5
MX-OAX,2020,7,2020-07-01,272,4434114.5
MX-OAX,2020,8,2020-08-01,398,4434114.5
MX-OAX,2020,9,2020-09-01,495,4434114.5
MX-OAX,2020,10,2020-10-01,432,4434114.5
MX-OAX,2020,11,2020-11-01,243,4434114.5
MX-OAX,2020,12,2020-12-01,145,4434114.5
MX-OAX,2021,1,2021-01-01,71,4459859.3
MX-OAX,2021,2,2021-02-01,55,4459859.3
MX-OAX,2021,3,2021-03-01,55,4459859.3
MX-OAX,2021,4,2021-04-01,95,4459859.3
MX-OAX,2021,5,2021-05-01,231,4459859.3
MX-OAX,2021,6,2021-06-01,380,4459859.3
MX-OAX,2021,7,2021-07-01,580,4459859.3
MX-OAX,2021,8,2021-08-01,568,4459859.3
MX-OAX,2021,9,2021-09-01,522,4459859.3
MX-OAX,2021,10,2021-10-01,699,4459859.3
MX-OAX,2021,11,2021-11-01,410,4459859.3
MX-OAX,2021,12,2021-12-01,50,4459859.3
MX-OAX,2022,1,2022-01-01,110,4485604.1
MX-OAX,2022,2,2022-02-01,75,4485604.1
MX-OAX,2022,3,2022-03-01,92,4485604.1
MX-OAX,2022,4,2022-04-01,125,4485604.1
MX-OAX,2022,5,2022-05-01,279,4485604.1
MX-OAX,2022,6,2022-06-01,479,4485604.1
MX-OAX,2022,7,2022-07-01,589,4485604.1
MX-OAX,2022,8,2022-08-01,192,4485604.1
MX-OAX,2022,12,2022-12-01,7,4485604.1
MX-PUE,2002,12,2002-12-01,0,5309896.8
MX-PUE,2003,1,2003-01-01,0,5382687.7
MX-PUE,2003,2,2003-02-01,0,5382687.7
MX-PUE,2003,3,2003-03-01,0,5382687.7
MX-PUE,2003,4,2003-04-01,0,5382687.7
MX-PUE,2003,5,2003-05-01,0,5382687.7
MX-PUE,2003,6,2003-06-01,0,5382687.7
MX-PUE,2003,7,2003-07-01,0,5382687.7
MX-PUE,2003,8,2003-08-01,0,5382687.7
MX-PUE,2003,9,2003-09-01,0,5382687.7
MX-PUE,2003,10,2003-10-01,0,5382687.7
MX-PUE,2003,11,2003-11-01,0,5382687.7
MX-PUE,2003,12,2003-12-01,0,5382687.7
MX-PUE,2004,1,2004-01-01,0,5455478.6
MX-PUE,2004,2,2004-02-01,0,5455478.6
MX-PUE,2004,3,2004-03-01,0,5455478.6
MX-PUE,2004,4,2004-04-01,0,5455478.6
MX-PUE,2004,5,2004-05-01,6,5455478.6
MX-PUE,2004,6,2004-06-01,2,5455478.6
MX-PUE,2004,7,2004-07-01,1,5455478.6
MX-PUE,2004,8,2004-08-01,1,5455478.6
MX-PUE,2004,9,2004-09-01,0,5455478.6
MX-PUE,2004,10,2004-10-01,10,5455478.6
MX-PUE,2004,11,2004-11-01,0,5455478.6
MX-PUE,2004,12,2004-12-01,0,5455478.6
MX-PUE,2005,1,2005-01-01,0,5528269.5
MX-PUE,2005,2,2005-02-01,0,5528269.5
MX-PUE,2005,3,2005-03-01,0,5528269.5
MX-PUE,2005,4,2005-04-01,0,5528269.5
MX-PUE,2005,5,2005-05-01,0,5528269.5
MX-PUE,2005,6,2005-06-01,0,5528269.5
MX-PUE,2005,7,2005-07-01,0,5528269.5
MX-PUE,2005,8,2005-08-01,0,5528269.5
MX-PUE,2005,9,2005-09-01,5,5528269.5
MX-PUE,2005,10,2005-10-01,39,5528269.5
MX-PUE,2005,11,2005-11-01,2,5528269.5
MX-PUE,2005,12,2005-12-01,1,5528269.5
MX-PUE,2006,1,2006-01-01,1,5587584.5
MX-PUE,2006,2,2006-02-01,0,5587584.5
MX-PUE,2006,3,2006-03-01,0,5587584.5
MX-PUE,2006,4,2006-04-01,0,5587584.5
MX-PUE,2006,5,2006-05-01,0,5587584.5
MX-PUE,2006,6,2006-06-01,29,5587584.5
MX-PUE,2006,7,2006-07-01,61,5587584.5
MX-PUE,2006,8,2006-08-01,44,5587584.5
MX-PUE,2006,9,2006-09-01,36,5587584.5
MX-PUE,2006,10,2006-10-01,42,5587584.5
MX-PUE,2006,11,2006-11-01,17,5587584.5
MX-PUE,2006,12,2006-12-01,11,5587584.5
MX-PUE,2007,1,2007-01-01,0,5646899.5
MX-PUE,2007,2,2007-02-01,2,5646899.5
MX-PUE,2007,3,2007-03-01,1,5646899.5
MX-PUE,2007,4,2007-04-01,2,5646899.5
MX-PUE,2007,5,2007-05-01,5,5646899.5
MX-PUE,2007,6,2007-06-01,21,5646899.5
MX-PUE,2007,7,2007-07-01,11,5646899.5
MX-PUE,2007,8,2007-08-01,22,5646899.5
MX-PUE,2007,9,2007-09-01,116,5646899.5
MX-PUE,2007,10,2007-10-01,83,5646899.5
MX-PUE,2007,11,2007-11-01,31,5646899.5
MX-PUE,2007,12,2007-12-01,7,5646899.5
MX-PUE,2012,12,2012-12-01,0,5936674.1
MX-PUE,2013,1,2013-01-01,0,5992588.9
MX-PUE,2013,2,2013-02-01,53,5992588.9
MX-PUE,2013,3,2013-03-01,39,5992588.9
MX-PUE,2013,4,2013-04-01,38,5992588.9
MX-PUE,2013,5,2013-05-01,52,5992588.9
MX-PUE,2013,6,2013-06-01,107,5992588.9
MX-PUE,2013,7,2013-07-01,323,5992588.9
MX-PUE,2013,8,2013-08-01,284,5992588.9
MX-PUE,2013,9,2013-09-01,68,5992588.9
MX-PUE,2013,10,2013-10-01,83,5992588.9
MX-PUE,2013,11,2013-11-01,82,5992588.9
MX-PUE,2013,12,2013-12-01,22,5992588.9
MX-PUE,2017,1,2017-01-01,78,6220980.5
MX-PUE,2017,2,2017-02-01,88,6220980.5
MX-PUE,2017,3,2017-03-01,102,6220980.5
MX-PUE,2017,4,2017-04-01,97,6220980.5
MX-PUE,2017,5,2017-05-01,139,6220980.5
MX-PUE,2017,6,2017-06-01,203,6220980.5
MX-PUE,2017,7,2017-07-01,193,6220980.5
MX-PUE,2017,8,2017-08-01,276,6220980.5
MX-PUE,2017,9,2017-09-01,297,6220980.5
MX-PUE,2017,10,2017-10-01,453,6220980.5
MX-PUE,2017,11,2017-11-01,203,6220980.5
MX-PUE,2017,12,2017-12-01,27,6220980.5
MX-PUE,2018,1,2018-01-01,5,6279261.5
MX-PUE,2018,2,2018-02-01,12,6279261.5
MX-PUE,2018,3,2018-03-01,16,6279261.5
MX-PUE,2018,4,2018-04-01,17,6279261.5
MX-PUE,2018,5,2018-05-01,68,6279261.5
MX-PUE,2018,6,2018-06-01,66,6279261.5
MX-PUE,2018,7,2018-07-01,55,6279261.5
MX-PUE,2018,8,2018-08-01,88,6279261.5
MX-PUE,2018,9,2018-09-01,118,6279261.5
MX-PUE,2018,10,2018-10-01,159,6279261.5
MX-PUE,2018,11,2018-11-01,104,6279261.5
MX-PUE,2018,12,2018-12-01,25,6279261.5
MX-PUE,2019,1,2019-01-01,25,6337542.5
MX-PUE,2019,2,2019-02-01,22,6337542.5
MX-PUE,2019,3,2019-03-01,36,6337542.5
MX-PUE,2019,4,2019-04-01,26,6337542.5
MX-PUE,2019,5,2019-05-01,118,6337542.5
MX-PUE,2019,6,2019-06-01,242,6337542.5
MX-PUE,2019,7,2019-07-01,416,6337542.5
MX-PUE,2019,8,2019-08-01,1287,6337542.5
MX-PUE,2019,9,2019-09-01,2228,6337542.5
MX-PUE,2019,10,2019-10-01,1786,6337542.5
MX-PUE,2019,11,2019-11-01,602,6337542.5
MX-PUE,2019,12,2019-12-01,174,6337542.5
MX-PUE,2020,1,2020-01-01,73,6395823.5
MX-PUE,2020,2,2020-02-01,55,6395823.5
MX-PUE,2020,3,2020-03-01,63,6395823.5
MX-PUE,2020,4,2020-04-01,76,6395823.5
MX-PUE,2020,5,2020-05-01,155,6395823.5
MX-PUE,2020,6,2020-06-01,275,6395823.5
MX-PUE,2020,7,2020-07-01,413,6395823.5
MX-PUE,2020,8,2020-08-01,850,6395823.5
MX-PUE,2020,9,2020-09-01,1156,6395823.5
MX-PUE,2020,10,2020-10-01,799,6395823.5
MX-PUE,2020,11,2020-11-01,249,6395823.5
MX-PUE,2020,12,2020-12-01,70,6395823.5
MX-PUE,2021,1,2021-01-01,33,6418947.7
MX-PUE,2021,2,2021-02-01,13,6418947.7
MX-PUE,2021,3,2021-03-01,13,6418947.7
MX-PUE,2021,4,2021-04-01,26,6418947.7
MX-PUE,2021,5,2021-05-01,44,6418947.7
MX-PUE,2021,6,2021-06-01,104,6418947.7
MX-PUE,2021,7,2021-07-01,179,6418947.7
MX-PUE,2021,8,2021-08-01,175,6418947.7
MX-PUE,2021,9,2021-09-01,75,6418947.7
MX-PUE,2021,10,2021-10-01,94,6418947.7
MX-PUE,2021,11,2021-11-01,67,6418947.7
MX-PUE,2021,12,2021-12-01,9,6418947.7
MX-PUE,2022,1,2022-01-01,16,6442071.9
MX-PUE,2022,2,2022-02-01,12,6442071.9
MX-PUE,2022,3,2022-03-01,14,6442071.9
MX-PUE,2022,4,2022-04-01,27,6442071.9
MX-PUE,2022,5,2022-05-01,41,6442071.9
MX-PUE,2022,6,2022-06-01,61,6442071.9
MX-PUE,2022,7,2022-07-01,129,6442071.9
MX-PUE,2022,8,2022-08-01,20,6442071.9
MX-PUE,2022,12,2022-12-01,1,6442071.9
MX-QUE,2002,12,2002-12-01,0,1520860.9
MX-QUE,2003,1,2003-01-01,0,1560743.475
MX-QUE,2003,2,2003-02-01,0,1560743.475
MX-QUE,2003,3,2003-03-01,0,1560743.475
MX-QUE,2003,4,2003-04-01,0,1560743.475
MX-QUE,2003,5,2003-05-01,0,1560743.475
MX-QUE,2003,6,2003-06-01,0,1560743.475
MX-QUE,2003,7,2003-07-01,0,1560743.475
MX-QUE,2003,8,2003-08-01,0,1560743.475
MX-QUE,2003,9,2003-09-01,0,1560743.475
MX-QUE,2003,10,2003-10-01,0,1560743.475
MX-QUE,2003,11,2003-11-01,0,1560743.475
MX-QUE,2003,12,2003-12-01,0,1560743.475
MX-QUE,2004,1,2004-01-01,0,1600626.05
MX-QUE,2004,2,2004-02-01,0,1600626.05
MX-QUE,2004,3,2004-03-01,0,1600626.05
MX-QUE,2004,4,2004-04-01,0,1600626.05
MX-QUE,2004,5,2004-05-01,0,1600626.05
MX-QUE,2004,6,2004-06-01,0,1600626.05
MX-QUE,2004,7,2004-07-01,0,1600626.05
MX-QUE,2004,8,2004-08-01,0,1600626.05
MX-QUE,2004,9,2004-09-01,0,1600626.05
MX-QUE,2004,10,2004-10-01,0,1600626.05
MX-QUE,2004,11,2004-11-01,0,1600626.05
MX-QUE,2004,12,2004-12-01,0,1600626.05
MX-QUE,2005,1,2005-01-01,0,1640508.625
MX-QUE,2005,2,2005-02-01,0,1640508.625
MX-QUE,2005,3,2005-03-01,0,1640508.625
MX-QUE,2005,4,2005-04-01,0,1640508.625
MX-QUE,2005,5,2005-05-01,0,1640508.625
MX-QUE,2005,6,2005-06-01,0,1640508.625
MX-QUE,2005,7,2005-07-01,0,1640508.625
MX-QUE,2005,8,2005-08-01,0,1640508.625
MX-QUE,2005,9,2005-09-01,0,1640508.625
MX-QUE,2005,10,2005-10-01,0,1640508.625
MX-QUE,2005,11,2005-11-01,0,1640508.625
MX-QUE,2005,12,2005-12-01,0,1640508.625
MX-QUE,2006,1,2006-01-01,0,1680634.8
MX-QUE,2006,2,2006-02-01,0,1680634.8
MX-QUE,2006,3,2006-03-01,0,1680634.8
MX-QUE,2006,4,2006-04-01,0,1680634.8
MX-QUE,2006,5,2006-05-01,0,1680634.8
MX-QUE,2006,6,2006-06-01,0,1680634.8
MX-QUE,2006,7,2006-07-01,0,1680634.8
MX-QUE,2006,8,2006-08-01,0,1680634.8
MX-QUE,2006,9,2006-09-01,0,1680634.8
MX-QUE,2006,10,2006-10-01,20,1680634.8
MX-QUE,2006,11,2006-11-01,61,1680634.8
MX-QUE,2006,12,2006-12-01,29,1680634.8
MX-QUE,2007,1,2007-01-01,0,1720760.975
MX-QUE,2007,2,2007-02-01,0,1720760.975
MX-QUE,2007,3,2007-03-01,0,1720760.975
MX-QUE,2007,4,2007-04-01,1,1720760.975
MX-QUE,2007,5,2007-05-01,1,1720760.975
MX-QUE,2007,6,2007-06-01,1,1720760.975
MX-QUE,2007,7,2007-07-01,0,1720760.975
MX-QUE,2007,8,2007-08-01,0,1720760.975
MX-QUE,2007,9,2007-09-01,0,1720760.975
MX-QUE,2007,10,2007-10-01,1,1720760.975
MX-QUE,2007,11,2007-11-01,0,1720760.975
MX-QUE,2007,12,2007-12-01,1,1720760.975
MX-QUE,2012,12,2012-12-01,0,1913000.7
MX-QUE,2013,1,2013-01-01,0,1948931.3
MX-QUE,2013,2,2013-02-01,0,1948931.3
MX-QUE,2013,3,2013-03-01,0,1948931.3
MX-QUE,2013,4,2013-04-01,0,1948931.3
MX-QUE,2013,5,2013-05-01,0,1948931.3
MX-QUE,2013,6,2013-06-01,0,1948931.3
MX-QUE,2013,7,2013-07-01,1,1948931.3
MX-QUE,2013,8,2013-08-01,0,1948931.3
MX-QUE,2013,9,2013-09-01,2,1948931.3
MX-QUE,2013,10,2013-10-01,5,1948931.3
MX-QUE,2013,11,2013-11-01,5,1948931.3
MX-QUE,2013,12,2013-12-01,0,1948931.3
MX-QUE,2017,1,2017-01-01,5,2091548
MX-QUE,2017,2,2017-02-01,2,2091548
MX-QUE,2017,3,2017-03-01,1,2091548
MX-QUE,2017,4,2017-04-01,1,2091548
MX-QUE,2017,5,2017-05-01,5,2091548
MX-QUE,2017,6,2017-06-01,2,2091548
MX-QUE,2017,7,2017-07-01,4,2091548
MX-QUE,2017,8,2017-08-01,20,2091548
MX-QUE,2017,9,2017-09-01,52,2091548
MX-QUE,2017,10,2017-10-01,54,2091548
MX-QUE,2017,11,2017-11-01,61,2091548
MX-QUE,2017,12,2017-12-01,6,2091548
MX-QUE,2018,1,2018-01-01,1,2126925.75
MX-QUE,2018,2,2018-02-01,2,2126925.75
MX-QUE,2018,3,2018-03-01,1,2126925.75
MX-QUE,2018,5,2018-05-01,1,2126925.75
MX-QUE,2018,6,2018-06-01,0,2126925.75
MX-QUE,2018,7,2018-07-01,2,2126925.75
MX-QUE,2018,9,2018-09-01,8,2126925.75
MX-QUE,2018,11,2018-11-01,1,2126925.75
MX-QUE,2018,12,2018-12-01,2,2126925.75
MX-QUE,2019,1,2019-01-01,3,2162303.5
MX-QUE,2019,4,2019-04-01,1,2162303.5
MX-QUE,2019,5,2019-05-01,3,2162303.5
MX-QUE,2019,6,2019-06-01,4,2162303.5
MX-QUE,2019,7,2019-07-01,3,2162303.5
MX-QUE,2019,8,2019-08-01,10,2162303.5
MX-QUE,2019,9,2019-09-01,23,2162303.5
MX-QUE,2019,10,2019-10-01,44,2162303.5
MX-QUE,2019,11,2019-11-01,38,2162303.5
MX-QUE,2019,12,2019-12-01,8,2162303.5
MX-QUE,2020,1,2020-01-01,7,2197681.25
MX-QUE,2020,2,2020-02-01,1,2197681.25
MX-QUE,2020,3,2020-03-01,1,2197681.25
MX-QUE,2020,4,2020-04-01,10,2197681.25
MX-QUE,2020,5,2020-05-01,73,2197681.25
MX-QUE,2020,6,2020-06-01,24,2197681.25
MX-QUE,2020,7,2020-07-01,107,2197681.25
MX-QUE,2020,8,2020-08-01,148,2197681.25
MX-QUE,2020,9,2020-09-01,101,2197681.25
MX-QUE,2020,10,2020-10-01,105,2197681.25
MX-QUE,2020,11,2020-11-01,22,2197681.25
MX-QUE,2020,12,2020-12-01,4,2197681.25
MX-QUE,2021,2,2021-02-01,1,2225238.85
MX-QUE,2021,3,2021-03-01,1,2225238.85
MX-QUE,2021,4,2021-04-01,0,2225238.85
MX-QUE,2021,5,2021-05-01,7,2225238.85
MX-QUE,2021,6,2021-06-01,6,2225238.85
MX-QUE,2021,7,2021-07-01,9,2225238.85
MX-QUE,2021,8,2021-08-01,2,2225238.85
MX-QUE,2021,9,2021-09-01,5,2225238.85
MX-QUE,2021,10,2021-10-01,3,2225238.85
MX-QUE,2021,11,2021-11-01,1,2225238.85
MX-QUE,2022,1,2022-01-01,1,2252796.45
MX-QUE,2022,2,2022-02-01,2,2252796.45
MX-QUE,2022,3,2022-03-01,3,2252796.45
MX-QUE,2022,4,2022-04-01,4,2252796.45
MX-QUE,2022,5,2022-05-01,8,2252796.45
MX-QUE,2022,6,2022-06-01,3,2252796.45
MX-QUE,2022,7,2022-07-01,6,2252796.45
MX-QUE,2022,8,2022-08-01,1,2252796.45
MX-ROO,2002,12,2002-12-01,0,987809.1875
MX-ROO,2003,1,2003-01-01,4,1016334.625
MX-ROO,2003,2,2003-02-01,4,1016334.625
MX-ROO,2003,3,2003-03-01,7,1016334.625
MX-ROO,2003,4,2003-04-01,1,1016334.625
MX-ROO,2003,5,2003-05-01,1,1016334.625
MX-ROO,2003,6,2003-06-01,2,1016334.625
MX-ROO,2003,7,2003-07-01,1,1016334.625
MX-ROO,2003,8,2003-08-01,4,1016334.625
MX-ROO,2003,9,2003-09-01,7,1016334.625
MX-ROO,2003,10,2003-10-01,12,1016334.625
MX-ROO,2003,11,2003-11-01,25,1016334.625
MX-ROO,2003,12,2003-12-01,28,1016334.625
MX-ROO,2004,1,2004-01-01,14,1044860.0625
MX-ROO,2004,2,2004-02-01,11,1044860.0625
MX-ROO,2004,3,2004-03-01,8,1044860.0625
MX-ROO,2004,4,2004-04-01,14,1044860.0625
MX-ROO,2004,5,2004-05-01,11,1044860.0625
MX-ROO,2004,6,2004-06-01,12,1044860.0625
MX-ROO,2004,7,2004-07-01,26,1044860.0625
MX-ROO,2004,8,2004-08-01,19,1044860.0625
MX-ROO,2004,9,2004-09-01,27,1044860.0625
MX-ROO,2004,10,2004-10-01,40,1044860.0625
MX-ROO,2004,11,2004-11-01,0,1044860.0625
MX-ROO,2004,12,2004-12-01,80,1044860.0625
MX-ROO,2005,1,2005-01-01,10,1073385.5
MX-ROO,2005,2,2005-02-01,16,1073385.5
MX-ROO,2005,3,2005-03-01,19,1073385.5
MX-ROO,2005,4,2005-04-01,11,1073385.5
MX-ROO,2005,5,2005-05-01,40,1073385.5
MX-ROO,2005,6,2005-06-01,50,1073385.5
MX-ROO,2005,7,2005-07-01,94,1073385.5
MX-ROO,2005,8,2005-08-01,172,1073385.5
MX-ROO,2005,9,2005-09-01,177,1073385.5
MX-ROO,2005,10,2005-10-01,131,1073385.5
MX-ROO,2005,11,2005-11-01,82,1073385.5
MX-ROO,2005,12,2005-12-01,23,1073385.5
MX-ROO,2006,1,2006-01-01,8,1103607.95
MX-ROO,2006,2,2006-02-01,22,1103607.95
MX-ROO,2006,3,2006-03-01,15,1103607.95
MX-ROO,2006,4,2006-04-01,13,1103607.95
MX-ROO,2006,5,2006-05-01,18,1103607.95
MX-ROO,2006,6,2006-06-01,14,1103607.95
MX-ROO,2006,7,2006-07-01,98,1103607.95
MX-ROO,2006,8,2006-08-01,228,1103607.95
MX-ROO,2006,9,2006-09-01,340,1103607.95
MX-ROO,2006,10,2006-10-01,468,1103607.95
MX-ROO,2006,11,2006-11-01,560,1103607.95
MX-ROO,2006,12,2006-12-01,227,1103607.95
MX-ROO,2007,1,2007-01-01,273,1133830.4
MX-ROO,2007,2,2007-02-01,467,1133830.4
MX-ROO,2007,3,2007-03-01,325,1133830.4
MX-ROO,2007,4,2007-04-01,263,1133830.4
MX-ROO,2007,5,2007-05-01,476,1133830.4
MX-ROO,2007,6,2007-06-01,504,1133830.4
MX-ROO,2007,7,2007-07-01,407,1133830.4
MX-ROO,2007,8,2007-08-01,313,1133830.4
MX-ROO,2007,9,2007-09-01,349,1133830.4
MX-ROO,2007,10,2007-10-01,473,1133830.4
MX-ROO,2007,11,2007-11-01,398,1133830.4
MX-ROO,2007,12,2007-12-01,68,1133830.4
MX-ROO,2012,12,2012-12-01,0,1279346.1
