geo,origin_week,calendar_week,model,predictor,processing,max_lag,train_n,reporting_lag,n_leads,R2,MAPE
MX,2019-06-09,2019-07-07,arx,dengue,processed,3,232,4,4,-3.775556602017457,44.87432585383189
MX,2019-06-09,2019-07-07,arx,dengue,raw,3,232,4,4,-2.9785339930006063,42.607328607444536
MX,2019-06-09,2019-07-07,arx,mosquito,processed,3,232,4,4,-2.9813314764539873,42.710823412136364
MX,2019-06-09,2019-07-07,arx,mosquito,raw,3,232,4,4,-2.020336218988163,39.139600117740564
MX,2019-06-09,2019-07-07,arx,sintomas_de_dengue,processed,3,232,4,4,-3.1026298388613904,43.99639649948941
MX,2019-06-09,2019-07-07,arx,sintomas_de_dengue,raw,3,232,4,4,-3.3257365028781933,44.959006934218664
MX,2019-06-16,2019-07-14,ar,NA,processed,3,233,4,4,-27.13749670773908,57.714959217686804
MX,2019-06-16,2019-07-14,ar,NA,raw,3,233,4,4,-27.13749670773908,57.714959217686804
MX,2019-06-16,2019-07-14,arx,dengue,processed,3,233,4,4,-25.719747637659683,56.88634257309556
MX,2019-06-16,2019-07-14,arx,dengue,raw,3,233,4,4,-20.805094855291262,51.986085426142914
MX,2019-06-16,2019-07-14,arx,mosquito,processed,3,233,4,4,-25.260361205291915,55.616773635118186
MX,2019-06-16,2019-07-14,arx,mosquito,raw,3,233,4,4,-19.45952292408949,49.26842051261022
MX,2019-06-16,2019-07-14,arx,sintomas_de_dengue,processed,3,233,4,4,-25.59607160564836,56.34225903184718
MX,2019-06-16,2019-07-14,arx,sintomas_de_dengue,raw,3,233,4,4,-25.515967952803987,56.532893837377976
MX,2019-06-23,2019-07-21,ar,NA,processed,3,234,4,4,-23.610726546745664,52.093672303671326
MX,2019-06-23,2019-07-21,ar,NA,raw,3,234,4,4,-23.610726546745664,52.093672303671326
MX,2019-06-23,2019-07-21,arx,dengue,processed,3,234,4,4,-22.59342767810699,51.817115974752646
MX,2019-06-23,2019-07-21,arx,dengue,raw,3,234,4,4,-15.850129935396776,44.40692003879434
MX,2019-06-23,2019-07-21,arx,mosquito,processed,3,234,4,4,-21.95644568847077,50.45736719127648
MX,2019-06-23,2019-07-21,arx,mosquito,raw,3,234,4,4,-16.431025762233176,44.18672349669666
MX,2019-06-23,2019-07-21,arx,sintomas_de_dengue,processed,3,234,4,4,-21.215984504681188,49.253893166563834
MX,2019-06-23,2019-07-21,arx,sintomas_de_dengue,raw,3,234,4,4,-21.493845895809915,49.86079865140191
MX,2019-06-30,2019-07-28,ar,NA,processed,3,235,4,4,-13.724958327049992,52.50653292115772
MX,2019-06-30,2019-07-28,ar,NA,raw,3,235,4,4,-13.724958327049992,52.50653292115772
MX,2019-06-30,2019-07-28,arx,dengue,processed,3,235,4,4,-12.602007771412724,51.10506287185157
MX,2019-06-30,2019-07-28,arx,dengue,raw,3,235,4,4,-7.3993135776440315,40.792965736613155
MX,2019-06-30,2019-07-28,arx,mosquito,processed,3,235,4,4,-11.79864349998419,49.45198211008682
MX,2019-06-30,2019-07-28,arx,mosquito,raw,3,235,4,4,-8.130426473506512,42.2091751204728
MX,2019-06-30,2019-07-28,arx,sintomas_de_dengue,processed,3,235,4,4,-12.263783672658661,50.05488354247418
MX,2019-06-30,2019-07-28,arx,sintomas_de_dengue,raw,3,235,4,4,-12.286709121926446,50.048378116995536
MX,2019-07-07,2019-08-04,ar,NA,processed,3,236,4,4,-12.76994476234414,55.512465249767885
MX,2019-07-07,2019-08-04,ar,NA,raw,3,236,4,4,-12.76994476234414,55.512465249767885
MX,2019-07-07,2019-08-04,arx,dengue,processed,3,236,4,4,-11.408492492606616,53.67371075822609
MX,2019-07-07,2019-08-04,arx,dengue,raw,3,236,4,4,-5.709221361515175,40.31247291721586
MX,2019-07-07,2019-08-04,arx,mosquito,processed,3,236,4,4,-10.246995008083628,50.480880836262266
MX,2019-07-07,2019-08-04,arx,mosquito,raw,3,236,4,4,-6.512795026402482,41.82538360076741
MX,2019-07-07,2019-08-04,arx,sintomas_de_dengue,processed,3,236,4,4,-11.224538866983332,52.856736984451935
MX,2019-07-07,2019-08-04,arx,sintomas_de_dengue,raw,3,236,4,4,-11.378545641714746,53.533961673145456
MX,2019-07-14,2019-08-11,ar,NA,processed,3,237,4,4,-8.177276987367842,57.22788347583388
MX,2019-07-14,2019-08-11,ar,NA,raw,3,237,4,4,-8.177276987367842,57.22788347583388
MX,2019-07-14,2019-08-11,arx,dengue,processed,3,237,4,4,-6.977084655192874,54.2412672986059
MX,2019-07-14,2019-08-11,arx,dengue,raw,3,237,4,4,-2.895529492130148,37.84864706458792
MX,2019-07-14,2019-08-11,arx,mosquito,processed,3,237,4,4,-6.559422772500318,51.45931129533111
MX,2019-07-14,2019-08-11,arx,mosquito,raw,3,237,4,4,-4.194414302821007,42.30269071965112
MX,2019-07-14,2019-08-11,arx,sintomas_de_dengue,processed,3,237,4,4,-6.809650050008608,52.71226499513357
MX,2019-07-14,2019-08-11,arx,sintomas_de_dengue,raw,3,237,4,4,-6.856309702366222,53.29934960392142
MX,2019-07-21,2019-08-18,ar,NA,processed,3,238,4,4,-7.91597580380799,61.72998709425538
MX,2019-07-21,2019-08-18,ar,NA,raw,3,238,4,4,-7.91597580380799,61.72998709425538
MX,2019-07-21,2019-08-18,arx,dengue,processed,3,238,4,4,-6.462662910626177,57.24803598321627
MX,2019-07-21,2019-08-18,arx,dengue,raw,3,238,4,4,-2.229435742777988,37.707832256863526
MX,2019-07-21,2019-08-18,arx,mosquito,processed,3,238,4,4,-6.475361971331886,54.42133576838075
MX,2019-07-21,2019-08-18,arx,mosquito,raw,3,238,4,4,-4.347492542186265,44.47303108327845
MX,2019-07-21,2019-08-18,arx,sintomas_de_dengue,processed,3,238,4,4,-6.561688218009022,56.51540595564146
