adm_0_name,start_date,end_date,Year,T_res,dengue_total
BRAZIL,2018-07-15,2018-07-21,2018,Week,5693
BRAZIL,2018-07-22,2018-07-28,2018,Week,4875
BRAZIL,2018-07-29,2018-08-04,2018,Week,4790
BRAZIL,2018-08-05,2018-08-11,2018,Week,4538
BRAZIL,2018-08-12,2018-08-18,2018,Week,4479
BRAZIL,2018-08-19,2018-08-25,2018,Week,4420
BRAZIL,2018-08-26,2018-09-01,2018,Week,3965
BRAZIL,2018-09-02,2018-09-08,2018,Week,3437
BRAZIL,2018-09-09,2018-09-15,2018,Week,3906
BRAZIL,2018-09-16,2018-09-22,2018,Week,4042
BRAZIL,2018-09-23,2018-09-29,2018,Week,4076
BRAZIL,2018-09-30,2018-10-06,2018,Week,4436
BRAZIL,2018-10-07,2018-10-13,2018,Week,4342
BRAZIL,2018-10-14,2018-10-20,2018,Week,5079
BRAZIL,2018-10-21,2018-10-27,2018,Week,4907
BRAZIL,2018-10-28,2018-11-03,2018,Week,5174
BRAZIL,2018-11-04,2018-11-10,2018,Week,5741
BRAZIL,2018-11-11,2018-11-17,2018,Week,5783
BRAZIL,2018-11-18,2018-11-24,2018,Week,6951
BRAZIL,2018-11-25,2018-12-01,2018,Week,7890
BRAZIL,2018-12-02,2018-12-08,2018,Week,8495
BRAZIL,2018-12-09,2018-12-15,2018,Week,9581
BRAZIL,2018-12-16,2018-12-22,2018,Week,7742
BRAZIL,2018-12-23,2018-12-29,2018,Week,4697
BRAZIL,2018-12-30,2019-01-05,2018,Week,15531
BRAZIL,2019-01-06,2019-01-12,2019,Week,19201
BRAZIL,2019-01-13,2019-01-19,2019,Week,22899
BRAZIL,2019-01-20,2019-01-26,2019,Week,29392
BRAZIL,2019-01-27,2019-02-02,2019,Week,35459
BRAZIL,2019-02-03,2019-02-09,2019,Week,41681
BRAZIL,2019-02-10,2019-02-16,2019,Week,47562
BRAZIL,2019-02-17,2019-02-23,2019,Week,51565
BRAZIL,2019-02-24,2019-03-02,2019,Week,50717
BRAZIL,2019-03-03,2019-03-09,2019,Week,56860
BRAZIL,2019-03-10,2019-03-16,2019,Week,70841
BRAZIL,2019-03-17,2019-03-23,2019,Week,83852
BRAZIL,2019-03-24,2019-03-30,2019,Week,94505
BRAZIL,2019-03-31,2019-04-06,2019,Week,106260
BRAZIL,2019-04-07,2019-04-13,2019,Week,113990
BRAZIL,2019-04-14,2019-04-20,2019,Week,117159
BRAZIL,2019-04-21,2019-04-27,2019,Week,133081
BRAZIL,2019-04-28,2019-05-04,2019,Week,136886
BRAZIL,2019-05-05,2019-05-11,2019,Week,142057
BRAZIL,2019-05-12,2019-05-18,2019,Week,132273
BRAZIL,2019-05-19,2019-05-25,2019,Week,112621
BRAZIL,2019-05-26,2019-06-01,2019,Week,92948
BRAZIL,2019-06-02,2019-06-08,2019,Week,72606
BRAZIL,2019-06-09,2019-06-15,2019,Week,58074
BRAZIL,2019-06-16,2019-06-22,2019,Week,43812
BRAZIL,2019-06-23,2019-06-29,2019,Week,38274
BRAZIL,2019-06-30,2019-07-06,2019,Week,29881
BRAZIL,2019-07-07,2019-07-13,2019,Week,23417
BRAZIL,2019-07-14,2019-07-20,2019,Week,19156
BRAZIL,2019-07-21,2019-07-27,2019,Week,16546
BRAZIL,2019-07-28,2019-08-03,2019,Week,14829
BRAZIL,2019-08-04,2019-08-10,2019,Week,13716
BRAZIL,2019-08-11,2019-08-17,2019,Week,12001
BRAZIL,2019-08-18,2019-08-24,2019,Week,11026
BRAZIL,2019-08-25,2019-08-31,2019,Week,10321
BRAZIL,2019-09-01,2019-09-07,2019,Week,10114
BRAZIL,2019-09-08,2019-09-14,2019,Week,10540
BRAZIL,2019-09-15,2019-09-21,2019,Week,10031
BRAZIL,2019-09-22,2019-09-28,2019,Week,8654
BRAZIL,2019-09-29,2019-10-05,2019,Week,9522
BRAZIL,2019-10-06,2019-10-12,2019,Week,9177
BRAZIL,2019-10-13,2019-10-19,2019,Week,9475
BRAZIL,2019-10-20,2019-10-26,2019,Week,9208
BRAZIL,2019-10-27,2019-11-02,2019,Week,9717
BRAZIL,2019-11-03,2019-11-09,2019,Week,10381
BRAZIL,2019-11-10,2019-11-16,2019,Week,10273
BRAZIL,2019-11-17,2019-11-23,2019,Week,11432
BRAZIL,2019-11-24,2019-11-30,2019,Week,11557
BRAZIL,2019-12-01,2019-12-07,2019,Week,13064
BRAZIL,2019-12-08,2019-12-14,2019,Week,14168
BRAZIL,2019-12-15,2019-12-21,2019,Week,12624
BRAZIL,2019-12-22,2019-12-28,2019,Week,7634
