predictor_lab,prediction_lead,series,origin_week,R2,R2_low,R2_high
mosquito,Lead 4,ARX (raw),2018-04-08,-10.35992057419383,-39.268645487429154,-5.990981892957011
mosquito,Lead 4,ARX (raw),2018-04-15,-9.65694151326425,-41.14765511127079,-5.43910533990329
mosquito,Lead 4,ARX (raw),2018-04-22,-5.210547858403327,-30.73986172297795,-2.1319166763299675
mosquito,Lead 4,ARX (raw),2018-04-29,-2.0458487442141227,-16.157609042772876,-0.6305547981568448
mosquito,Lead 4,ARX (raw),2018-05-06,-1.1374148195963683,-13.775471606052154,-0.1845179873910729
mosquito,Lead 4,ARX (raw),2018-05-13,-0.7845522909639373,-4.473937227824727,-0.17538349097777797
mosquito,Lead 4,ARX (raw),2018-05-20,-0.3684261857119706,-2.0793178601122126,0.02056524508582607
mosquito,Lead 4,ARX (raw),2018-05-27,-0.06302536325786678,-2.145513355411298,0.21044598539372064
mosquito,Lead 4,ARX (raw),2018-06-03,0.0851824795196684,-1.4240050990780513,0.3135897754272041
mosquito,Lead 4,ARX (raw),2018-06-10,0.22424109962457583,-1.6216050882692072,0.5087926017198868
mosquito,Lead 4,ARX (raw),2018-06-17,0.26421861691155346,-0.9795037974480221,0.5975334895723734
mosquito,Lead 4,ARX (raw),2018-06-24,0.3448869086285009,-0.6553068600931315,0.6001886642050414
mosquito,Lead 4,ARX (raw),2018-07-01,0.3435796759490889,-1.178458766093217,0.5643684591413205
mosquito,Lead 4,ARX (raw),2018-07-08,0.3189595336066837,-1.369796638661978,0.5722480523320284
mosquito,Lead 4,ARX (raw),2018-07-15,0.18335536186387769,-1.0631557832486438,0.5259536598481082
mosquito,Lead 4,ARX (raw),2018-07-22,0.07608351723994777,-2.1745126284417062,0.33346199460930015
mosquito,Lead 4,ARX (raw),2018-07-29,0.14864968218390895,-4.037159033453358,0.6090410317475421
mosquito,Lead 4,ARX (raw),2018-08-05,0.3657713360087228,-1.8219175422445093,0.5872849790782135
mosquito,Lead 4,ARX (raw),2018-08-12,0.42583778640417635,-1.3340954606823288,0.584574066137902
mosquito,Lead 4,ARX (raw),2018-08-19,0.43770276288686716,-0.4678553391612803,0.5952396909609365
mosquito,Lead 4,ARX (raw),2018-08-26,0.3587293368872213,-0.9314160123113988,0.48139286969747186
